Station;Culture_start;Assay_start;Treatment_sal;Replicate;Time;Active
SW08;2022-08-31;2023-04-11;1;2;48;1
SW08;2022-08-31;2023-04-11;1;2;48;1
SW08;2022-08-31;2023-04-11;1;2;48;0
SW08;2022-08-31;2023-04-11;1;2;48;0
SW08;2022-08-31;2023-04-11;1;2;48;0
SW08;2022-08-31;2023-04-11;1;3;48;1
SW08;2022-08-31;2023-04-11;1;3;48;0
SW08;2022-08-31;2023-04-11;1;3;48;0
SW08;2022-08-31;2023-04-11;1;3;48;0
SW08;2022-08-31;2023-04-11;1;3;48;0
SW08;2022-08-31;2023-04-11;2;1;48;1
SW08;2022-08-31;2023-04-11;2;1;48;1
SW08;2022-08-31;2023-04-11;2;1;48;1
SW08;2022-08-31;2023-04-11;2;1;48;0
SW08;2022-08-31;2023-04-11;2;1;48;0
SW08;2022-08-31;2023-04-11;2;2;48;1
SW08;2022-08-31;2023-04-11;2;2;48;1
SW08;2022-08-31;2023-04-11;2;2;48;1
SW08;2022-08-31;2023-04-11;2;2;48;1
SW08;2022-08-31;2023-04-11;2;2;48;0
SW08;2022-08-31;2023-04-11;2;3;48;1
SW08;2022-08-31;2023-04-11;2;3;48;1
SW08;2022-08-31;2023-04-11;2;3;48;1
SW08;2022-08-31;2023-04-11;2;3;48;1
SW08;2022-08-31;2023-04-11;2;3;48;1
SW08;2022-08-31;2023-04-11;3;1;48;1
SW08;2022-08-31;2023-04-11;3;1;48;1
SW08;2022-08-31;2023-04-11;3;1;48;1
SW08;2022-08-31;2023-04-11;3;1;48;1
SW08;2022-08-31;2023-04-11;3;1;48;1
SW08;2022-08-31;2023-04-11;3;2;48;1
SW08;2022-08-31;2023-04-11;3;2;48;1
SW08;2022-08-31;2023-04-11;3;2;48;1
SW08;2022-08-31;2023-04-11;3;2;48;1
SW08;2022-08-31;2023-04-11;3;2;48;1
SW08;2022-08-31;2023-04-11;3;3;48;1
SW08;2022-08-31;2023-04-11;3;3;48;1
SW08;2022-08-31;2023-04-11;3;3;48;1
SW08;2022-08-31;2023-04-11;3;3;48;1
SW08;2022-08-31;2023-04-11;3;3;48;1
SW08;2022-08-31;2023-04-11;5;1;48;1
SW08;2022-08-31;2023-04-11;5;1;48;1
SW08;2022-08-31;2023-04-11;5;1;48;1
SW08;2022-08-31;2023-04-11;5;1;48;1
SW08;2022-08-31;2023-04-11;5;1;48;1
SW08;2022-08-31;2023-04-11;5;2;48;1
SW08;2022-08-31;2023-04-11;5;2;48;1
SW08;2022-08-31;2023-04-11;5;2;48;1
SW08;2022-08-31;2023-04-11;5;2;48;1
SW08;2022-08-31;2023-04-11;5;2;48;1
SW08;2022-08-31;2023-04-11;5;3;48;1
SW08;2022-08-31;2023-04-11;5;3;48;1
SW08;2022-08-31;2023-04-11;5;3;48;1
SW08;2022-08-31;2023-04-11;5;3;48;1
SW08;2022-08-31;2023-04-11;5;3;48;1
SW08;2022-08-31;2023-04-11;15;1;48;1
SW08;2022-08-31;2023-04-11;15;1;48;1
SW08;2022-08-31;2023-04-11;15;1;48;1
SW08;2022-08-31;2023-04-11;15;1;48;1
SW08;2022-08-31;2023-04-11;15;1;48;1
SW08;2022-08-31;2023-04-11;15;2;48;1
SW08;2022-08-31;2023-04-11;15;2;48;1
SW08;2022-08-31;2023-04-11;15;2;48;1
SW08;2022-08-31;2023-04-11;15;2;48;1
SW08;2022-08-31;2023-04-11;15;2;48;1
SW08;2022-08-31;2023-04-11;15;3;48;1
SW08;2022-08-31;2023-04-11;15;3;48;1
SW08;2022-08-31;2023-04-11;15;3;48;1
SW08;2022-08-31;2023-04-11;15;3;48;1
SW08;2022-08-31;2023-04-11;15;3;48;1
SW08;2022-08-31;2023-04-11;0.1;1;72;0
SW08;2022-08-31;2023-04-11;0.1;1;72;0
SW08;2022-08-31;2023-04-11;0.1;1;72;0
SW08;2022-08-31;2023-04-11;0.1;1;72;0
SW08;2022-08-31;2023-04-11;0.1;1;72;0
SW08;2022-08-31;2023-04-11;0.1;2;72;0
SW08;2022-08-31;2023-04-11;0.1;2;72;0
SW08;2022-08-31;2023-04-11;0.1;2;72;0
SW08;2022-08-31;2023-04-11;0.1;2;72;0
SW08;2022-08-31;2023-04-11;0.1;2;72;0
SW08;2022-08-31;2023-04-11;0.1;3;72;0
SW08;2022-08-31;2023-04-11;0.1;3;72;0
SW08;2022-08-31;2023-04-11;0.1;3;72;0
SW08;2022-08-31;2023-04-11;0.1;3;72;0
SW08;2022-08-31;2023-04-11;0.1;3;72;0
SW08;2022-08-31;2023-04-11;1;1;72;0
SW08;2022-08-31;2023-04-11;1;1;72;0
SW08;2022-08-31;2023-04-11;1;1;72;0
SW08;2022-08-31;2023-04-11;1;1;72;0
SW08;2022-08-31;2023-04-11;1;1;72;0
SW08;2022-08-31;2023-04-11;1;2;72;1
SW08;2022-08-31;2023-04-11;1;2;72;0
SW08;2022-08-31;2023-04-11;1;2;72;0
SW08;2022-08-31;2023-04-11;1;2;72;0
SW08;2022-08-31;2023-04-11;1;2;72;0
SW08;2022-08-31;2023-04-11;1;3;72;1
SW08;2022-08-31;2023-04-11;1;3;72;0
SW08;2022-08-31;2023-04-11;1;3;72;0
SW08;2022-08-31;2023-04-11;1;3;72;0
SW08;2022-08-31;2023-04-11;1;3;72;0
SW08;2022-08-31;2023-04-11;2;1;72;1
SW08;2022-08-31;2023-04-11;2;1;72;1
SW08;2022-08-31;2023-04-11;2;1;72;1
SW08;2022-08-31;2023-04-11;2;1;72;0
SW08;2022-08-31;2023-04-11;2;1;72;0
SW08;2022-08-31;2023-04-11;2;2;72;1
SW08;2022-08-31;2023-04-11;2;2;72;1
SW08;2022-08-31;2023-04-11;2;2;72;1
SW08;2022-08-31;2023-04-11;2;2;72;1
SW08;2022-08-31;2023-04-11;2;2;72;0
SW08;2022-08-31;2023-04-11;2;3;72;1
SW08;2022-08-31;2023-04-11;2;3;72;1
SW08;2022-08-31;2023-04-11;2;3;72;1
SW08;2022-08-31;2023-04-11;2;3;72;1
SW08;2022-08-31;2023-04-11;2;3;72;0
SW08;2022-08-31;2023-04-11;3;1;72;1
SW08;2022-08-31;2023-04-11;3;1;72;1
SW08;2022-08-31;2023-04-11;3;1;72;1
SW08;2022-08-31;2023-04-11;3;1;72;1
SW08;2022-08-31;2023-04-11;3;1;72;1
SW08;2022-08-31;2023-04-11;3;2;72;1
SW08;2022-08-31;2023-04-11;3;2;72;1
SW08;2022-08-31;2023-04-11;3;2;72;1
SW08;2022-08-31;2023-04-11;3;2;72;1
SW08;2022-08-31;2023-04-11;3;2;72;0
SW08;2022-08-31;2023-04-11;3;3;72;1
SW08;2022-08-31;2023-04-11;3;3;72;1
SW08;2022-08-31;2023-04-11;3;3;72;1
SW08;2022-08-31;2023-04-11;3;3;72;1
SW08;2022-08-31;2023-04-11;3;3;72;1
SW08;2022-08-31;2023-04-11;5;1;72;1
SW08;2022-08-31;2023-04-11;5;1;72;1
SW08;2022-08-31;2023-04-11;5;1;72;1
SW08;2022-08-31;2023-04-11;5;1;72;1
SW08;2022-08-31;2023-04-11;5;1;72;1
SW08;2022-08-31;2023-04-11;5;2;72;1
SW08;2022-08-31;2023-04-11;5;2;72;1
SW08;2022-08-31;2023-04-11;5;2;72;1
SW08;2022-08-31;2023-04-11;5;2;72;1
SW08;2022-08-31;2023-04-11;5;2;72;1
SW08;2022-08-31;2023-04-11;5;3;72;1
SW08;2022-08-31;2023-04-11;5;3;72;1
SW08;2022-08-31;2023-04-11;5;3;72;1
SW08;2022-08-31;2023-04-11;5;3;72;1
SW08;2022-08-31;2023-04-11;5;3;72;1
SW08;2022-08-31;2023-04-11;15;1;72;1
SW08;2022-08-31;2023-04-11;15;1;72;1
SW08;2022-08-31;2023-04-11;15;1;72;1
SW08;2022-08-31;2023-04-11;15;1;72;1
SW08;2022-08-31;2023-04-11;15;1;72;1
SW08;2022-08-31;2023-04-11;15;2;72;1
SW08;2022-08-31;2023-04-11;15;2;72;1
SW08;2022-08-31;2023-04-11;15;2;72;1
SW08;2022-08-31;2023-04-11;15;2;72;1
SW08;2022-08-31;2023-04-11;15;2;72;1
SW08;2022-08-31;2023-04-11;15;3;72;1
SW08;2022-08-31;2023-04-11;15;3;72;1
SW08;2022-08-31;2023-04-11;15;3;72;1
SW08;2022-08-31;2023-04-11;15;3;72;1
SW08;2022-08-31;2023-04-11;15;3;72;1
KB03;2022-08-30;2023-06-20;0.1;1;2;0
KB03;2022-08-30;2023-06-20;0.1;1;2;0
KB03;2022-08-30;2023-06-20;0.1;1;2;0
KB03;2022-08-30;2023-06-20;0.1;1;2;0
KB03;2022-08-30;2023-06-20;0.1;1;2;0
KB03;2022-08-30;2023-06-20;0.1;2;2;1
KB03;2022-08-30;2023-06-20;0.1;2;2;1
KB03;2022-08-30;2023-06-20;0.1;2;2;1
KB03;2022-08-30;2023-06-20;0.1;2;2;0
KB03;2022-08-30;2023-06-20;0.1;2;2;0
KB03;2022-08-30;2023-06-20;0.1;3;2;0
KB03;2022-08-30;2023-06-20;0.1;3;2;0
KB03;2022-08-30;2023-06-20;0.1;3;2;0
KB03;2022-08-30;2023-06-20;0.1;3;2;0
KB03;2022-08-30;2023-06-20;0.1;3;2;0
KB03;2022-08-30;2023-06-20;1;1;2;1
KB03;2022-08-30;2023-06-20;1;1;2;1
KB03;2022-08-30;2023-06-20;1;1;2;1
KB03;2022-08-30;2023-06-20;1;1;2;0
KB03;2022-08-30;2023-06-20;1;1;2;0
KB03;2022-08-30;2023-06-20;1;2;2;1
KB03;2022-08-30;2023-06-20;1;2;2;1
KB03;2022-08-30;2023-06-20;1;2;2;0
KB03;2022-08-30;2023-06-20;1;2;2;0
KB03;2022-08-30;2023-06-20;1;2;2;0
KB03;2022-08-30;2023-06-20;1;3;2;1
KB03;2022-08-30;2023-06-20;1;3;2;1
KB03;2022-08-30;2023-06-20;1;3;2;1
KB03;2022-08-30;2023-06-20;1;3;2;0
KB03;2022-08-30;2023-06-20;1;3;2;0
KB03;2022-08-30;2023-06-20;2;1;2;1
KB03;2022-08-30;2023-06-20;2;1;2;1
KB03;2022-08-30;2023-06-20;2;1;2;1
KB03;2022-08-30;2023-06-20;2;1;2;1
KB03;2022-08-30;2023-06-20;2;1;2;1
KB03;2022-08-30;2023-06-20;2;2;2;1
KB03;2022-08-30;2023-06-20;2;2;2;1
KB03;2022-08-30;2023-06-20;2;2;2;1
KB03;2022-08-30;2023-06-20;2;2;2;1
KB03;2022-08-30;2023-06-20;2;2;2;1
KB03;2022-08-30;2023-06-20;2;3;2;1
KB03;2022-08-30;2023-06-20;2;3;2;1
KB03;2022-08-30;2023-06-20;2;3;2;1
KB03;2022-08-30;2023-06-20;2;3;2;1
KB03;2022-08-30;2023-06-20;2;3;2;1
KB03;2022-08-30;2023-06-20;3;1;2;1
KB03;2022-08-30;2023-06-20;3;1;2;1
KB03;2022-08-30;2023-06-20;3;1;2;1
KB03;2022-08-30;2023-06-20;3;1;2;1
KB03;2022-08-30;2023-06-20;3;1;2;1
KB03;2022-08-30;2023-06-20;3;2;2;1
KB03;2022-08-30;2023-06-20;3;2;2;1
KB03;2022-08-30;2023-06-20;3;2;2;1
KB03;2022-08-30;2023-06-20;3;2;2;1
KB03;2022-08-30;2023-06-20;3;2;2;1
KB03;2022-08-30;2023-06-20;3;3;2;1
KB03;2022-08-30;2023-06-20;3;3;2;1
KB03;2022-08-30;2023-06-20;3;3;2;1
KB03;2022-08-30;2023-06-20;3;3;2;1
KB03;2022-08-30;2023-06-20;3;3;2;1
KB03;2022-08-30;2023-06-20;5;1;2;1
KB03;2022-08-30;2023-06-20;5;1;2;1
KB03;2022-08-30;2023-06-20;5;1;2;1
KB03;2022-08-30;2023-06-20;5;1;2;1
KB03;2022-08-30;2023-06-20;5;1;2;1
KB03;2022-08-30;2023-06-20;5;2;2;1
KB03;2022-08-30;2023-06-20;5;2;2;1
KB03;2022-08-30;2023-06-20;5;2;2;1
KB03;2022-08-30;2023-06-20;5;2;2;1
KB03;2022-08-30;2023-06-20;5;2;2;1
KB03;2022-08-30;2023-06-20;5;3;2;1
KB03;2022-08-30;2023-06-20;5;3;2;1
KB03;2022-08-30;2023-06-20;5;3;2;1
KB03;2022-08-30;2023-06-20;5;3;2;1
KB03;2022-08-30;2023-06-20;15;1;2;1
KB03;2022-08-30;2023-06-20;15;1;2;1
KB03;2022-08-30;2023-06-20;15;1;2;1
KB03;2022-08-30;2023-06-20;15;1;2;1
KB03;2022-08-30;2023-06-20;15;2;2;1
KB03;2022-08-30;2023-06-20;15;2;2;1
KB03;2022-08-30;2023-06-20;15;2;2;1
KB03;2022-08-30;2023-06-20;15;2;2;1
KB03;2022-08-30;2023-06-20;15;2;2;1
KB03;2022-08-30;2023-06-20;15;3;2;1
KB03;2022-08-30;2023-06-20;15;3;2;1
KB03;2022-08-30;2023-06-20;15;3;2;1
KB03;2022-08-30;2023-06-20;15;3;2;1
KB03;2022-08-30;2023-06-20;15;3;2;1
KB03;2022-08-30;2023-06-20;0.1;1;24;0
KB03;2022-08-30;2023-06-20;0.1;1;24;0
KB03;2022-08-30;2023-06-20;0.1;1;24;0
KB03;2022-08-30;2023-06-20;0.1;1;24;0
KB03;2022-08-30;2023-06-20;0.1;1;24;0
KB03;2022-08-30;2023-06-20;0.1;2;24;0
KB03;2022-08-30;2023-06-20;0.1;2;24;0
KB03;2022-08-30;2023-06-20;0.1;2;24;0
KB03;2022-08-30;2023-06-20;0.1;2;24;0
KB03;2022-08-30;2023-06-20;0.1;2;24;0
KB03;2022-08-30;2023-06-20;0.1;3;24;0
KB03;2022-08-30;2023-06-20;0.1;3;24;0
KB03;2022-08-30;2023-06-20;0.1;3;24;0
KB03;2022-08-30;2023-06-20;0.1;3;24;0
KB03;2022-08-30;2023-06-20;0.1;3;24;0
KB03;2022-08-30;2023-06-20;1;1;24;0
KB03;2022-08-30;2023-06-20;1;1;24;0
KB03;2022-08-30;2023-06-20;1;1;24;0
KB03;2022-08-30;2023-06-20;1;1;24;0
KB03;2022-08-30;2023-06-20;1;1;24;0
KB03;2022-08-30;2023-06-20;1;2;24;1
KB03;2022-08-30;2023-06-20;1;2;24;0
KB03;2022-08-30;2023-06-20;1;2;24;0
KB03;2022-08-30;2023-06-20;1;2;24;0
KB03;2022-08-30;2023-06-20;1;2;24;0
KB03;2022-08-30;2023-06-20;1;3;24;1
KB03;2022-08-30;2023-06-20;1;3;24;1
KB03;2022-08-30;2023-06-20;1;3;24;0
KB03;2022-08-30;2023-06-20;1;3;24;0
KB03;2022-08-30;2023-06-20;1;3;24;0
KB03;2022-08-30;2023-06-20;2;1;24;1
KB03;2022-08-30;2023-06-20;2;1;24;1
KB03;2022-08-30;2023-06-20;2;1;24;1
KB03;2022-08-30;2023-06-20;2;1;24;1
KB03;2022-08-30;2023-06-20;2;1;24;1
KB03;2022-08-30;2023-06-20;2;2;24;1
KB03;2022-08-30;2023-06-20;2;2;24;1
KB03;2022-08-30;2023-06-20;2;2;24;1
KB03;2022-08-30;2023-06-20;2;2;24;0
KB03;2022-08-30;2023-06-20;2;2;24;0
KB03;2022-08-30;2023-06-20;2;3;24;1
KB03;2022-08-30;2023-06-20;2;3;24;1
KB03;2022-08-30;2023-06-20;2;3;24;0
KB03;2022-08-30;2023-06-20;2;3;24;0
KB03;2022-08-30;2023-06-20;2;3;24;0
KB03;2022-08-30;2023-06-20;3;1;24;1
KB03;2022-08-30;2023-06-20;3;1;24;1
KB03;2022-08-30;2023-06-20;3;1;24;1
KB03;2022-08-30;2023-06-20;3;1;24;1
KB03;2022-08-30;2023-06-20;3;1;24;1
KB03;2022-08-30;2023-06-20;3;2;24;1
KB03;2022-08-30;2023-06-20;3;2;24;1
KB03;2022-08-30;2023-06-20;3;2;24;1
KB03;2022-08-30;2023-06-20;3;2;24;1
KB03;2022-08-30;2023-06-20;3;2;24;1
KB03;2022-08-30;2023-06-20;3;3;24;1
KB03;2022-08-30;2023-06-20;3;3;24;1
KB03;2022-08-30;2023-06-20;3;3;24;1
KB03;2022-08-30;2023-06-20;3;3;24;1
KB03;2022-08-30;2023-06-20;3;3;24;0
KB03;2022-08-30;2023-06-20;5;1;24;1
KB03;2022-08-30;2023-06-20;5;1;24;1
KB03;2022-08-30;2023-06-20;5;1;24;1
KB03;2022-08-30;2023-06-20;5;1;24;1
KB03;2022-08-30;2023-06-20;5;1;24;1
KB03;2022-08-30;2023-06-20;5;2;24;1
KB03;2022-08-30;2023-06-20;5;2;24;1
KB03;2022-08-30;2023-06-20;5;2;24;1
KB03;2022-08-30;2023-06-20;5;2;24;1
KB03;2022-08-30;2023-06-20;5;2;24;1
KB03;2022-08-30;2023-06-20;5;3;24;1
KB03;2022-08-30;2023-06-20;5;3;24;1
KB03;2022-08-30;2023-06-20;5;3;24;1
KB03;2022-08-30;2023-06-20;5;3;24;1
KB03;2022-08-30;2023-06-20;15;1;24;1
KB03;2022-08-30;2023-06-20;15;1;24;1
KB03;2022-08-30;2023-06-20;15;1;24;1
KB03;2022-08-30;2023-06-20;15;1;24;1
KB03;2022-08-30;2023-06-20;15;2;24;1
KB03;2022-08-30;2023-06-20;15;2;24;1
KB03;2022-08-30;2023-06-20;15;2;24;1
KB03;2022-08-30;2023-06-20;15;2;24;1
KB03;2022-08-30;2023-06-20;15;2;24;1
KB03;2022-08-30;2023-06-20;15;3;24;1
KB03;2022-08-30;2023-06-20;15;3;24;1
KB03;2022-08-30;2023-06-20;15;3;24;1
KB03;2022-08-30;2023-06-20;15;3;24;1
KB03;2022-08-30;2023-06-20;15;3;24;1
KB03;2022-08-30;2023-06-20;0.1;1;48;0
KB03;2022-08-30;2023-06-20;0.1;1;48;0
KB03;2022-08-30;2023-06-20;0.1;1;48;0
KB03;2022-08-30;2023-06-20;0.1;1;48;0
KB03;2022-08-30;2023-06-20;0.1;1;48;0
KB03;2022-08-30;2023-06-20;0.1;2;48;0
KB03;2022-08-30;2023-06-20;0.1;2;48;0
KB03;2022-08-30;2023-06-20;0.1;2;48;0
KB03;2022-08-30;2023-06-20;0.1;2;48;0
KB03;2022-08-30;2023-06-20;0.1;2;48;0
KB03;2022-08-30;2023-06-20;0.1;3;48;0
KB03;2022-08-30;2023-06-20;0.1;3;48;0
KB03;2022-08-30;2023-06-20;0.1;3;48;0
KB03;2022-08-30;2023-06-20;0.1;3;48;0
KB03;2022-08-30;2023-06-20;0.1;3;48;0
KB03;2022-08-30;2023-06-20;1;1;48;0
KB03;2022-08-30;2023-06-20;1;1;48;0
KB03;2022-08-30;2023-06-20;1;1;48;0
KB03;2022-08-30;2023-06-20;1;1;48;0
KB03;2022-08-30;2023-06-20;1;1;48;0
KB03;2022-08-30;2023-06-20;1;2;48;0
KB03;2022-08-30;2023-06-20;1;2;48;0
KB03;2022-08-30;2023-06-20;1;2;48;0
KB03;2022-08-30;2023-06-20;1;2;48;0
KB03;2022-08-30;2023-06-20;1;2;48;0
KB03;2022-08-30;2023-06-20;1;3;48;1
KB03;2022-08-30;2023-06-20;1;3;48;1
KB03;2022-08-30;2023-06-20;1;3;48;0
KB03;2022-08-30;2023-06-20;1;3;48;0
KB03;2022-08-30;2023-06-20;1;3;48;0
KB03;2022-08-30;2023-06-20;2;1;48;1
KB03;2022-08-30;2023-06-20;2;1;48;1
KB03;2022-08-30;2023-06-20;2;1;48;0
KB03;2022-08-30;2023-06-20;2;1;48;0
KB03;2022-08-30;2023-06-20;2;1;48;0
KB03;2022-08-30;2023-06-20;2;2;48;1
KB03;2022-08-30;2023-06-20;2;2;48;1
KB03;2022-08-30;2023-06-20;2;2;48;0
KB03;2022-08-30;2023-06-20;2;2;48;0
KB03;2022-08-30;2023-06-20;2;2;48;0
KB03;2022-08-30;2023-06-20;2;3;48;1
KB03;2022-08-30;2023-06-20;2;3;48;1
KB03;2022-08-30;2023-06-20;2;3;48;0
KB03;2022-08-30;2023-06-20;2;3;48;0
KB03;2022-08-30;2023-06-20;2;3;48;0
KB03;2022-08-30;2023-06-20;3;1;48;1
KB03;2022-08-30;2023-06-20;3;1;48;1
KB03;2022-08-30;2023-06-20;3;1;48;1
KB03;2022-08-30;2023-06-20;3;1;48;1
KB03;2022-08-30;2023-06-20;3;1;48;1
KB03;2022-08-30;2023-06-20;3;2;48;1
KB03;2022-08-30;2023-06-20;3;2;48;1
KB03;2022-08-30;2023-06-20;3;2;48;1
KB03;2022-08-30;2023-06-20;3;2;48;1
KB03;2022-08-30;2023-06-20;3;2;48;1
KB03;2022-08-30;2023-06-20;3;3;48;1
KB03;2022-08-30;2023-06-20;3;3;48;1
KB03;2022-08-30;2023-06-20;3;3;48;1
KB03;2022-08-30;2023-06-20;3;3;48;1
KB03;2022-08-30;2023-06-20;3;3;48;0
KB03;2022-08-30;2023-06-20;5;1;48;1
KB03;2022-08-30;2023-06-20;5;1;48;1
KB03;2022-08-30;2023-06-20;5;1;48;1
KB03;2022-08-30;2023-06-20;5;1;48;1
KB03;2022-08-30;2023-06-20;5;1;48;0
KB03;2022-08-30;2023-06-20;5;2;48;1
KB03;2022-08-30;2023-06-20;5;2;48;1
KB03;2022-08-30;2023-06-20;5;2;48;1
KB03;2022-08-30;2023-06-20;5;2;48;1
KB03;2022-08-30;2023-06-20;5;2;48;1
KB03;2022-08-30;2023-06-20;5;3;48;1
KB03;2022-08-30;2023-06-20;5;3;48;1
KB03;2022-08-30;2023-06-20;5;3;48;1
KB03;2022-08-30;2023-06-20;5;3;48;1
KB03;2022-08-30;2023-06-20;15;1;48;1
KB03;2022-08-30;2023-06-20;15;1;48;1
KB03;2022-08-30;2023-06-20;15;1;48;1
KB03;2022-08-30;2023-06-20;15;1;48;1
KB03;2022-08-30;2023-06-20;15;2;48;1
KB03;2022-08-30;2023-06-20;15;2;48;1
KB03;2022-08-30;2023-06-20;15;2;48;1
KB03;2022-08-30;2023-06-20;15;2;48;1
KB03;2022-08-30;2023-06-20;15;2;48;0
KB03;2022-08-30;2023-06-20;15;3;48;1
KB03;2022-08-30;2023-06-20;15;3;48;1
KB03;2022-08-30;2023-06-20;15;3;48;1
KB03;2022-08-30;2023-06-20;15;3;48;1
KB03;2022-08-30;2023-06-20;15;3;48;1
KB03;2022-08-30;2023-06-20;0.1;1;72;0
KB03;2022-08-30;2023-06-20;0.1;1;72;0
KB03;2022-08-30;2023-06-20;0.1;1;72;0
KB03;2022-08-30;2023-06-20;0.1;1;72;0
KB03;2022-08-30;2023-06-20;0.1;1;72;0
KB03;2022-08-30;2023-06-20;0.1;2;72;0
KB03;2022-08-30;2023-06-20;0.1;2;72;0
KB03;2022-08-30;2023-06-20;0.1;2;72;0
KB03;2022-08-30;2023-06-20;0.1;2;72;0
KB03;2022-08-30;2023-06-20;0.1;2;72;0
KB03;2022-08-30;2023-06-20;0.1;3;72;0
KB03;2022-08-30;2023-06-20;0.1;3;72;0
KB03;2022-08-30;2023-06-20;0.1;3;72;0
KB03;2022-08-30;2023-06-20;0.1;3;72;0
KB03;2022-08-30;2023-06-20;0.1;3;72;0
KB03;2022-08-30;2023-06-20;1;1;72;0
KB03;2022-08-30;2023-06-20;1;1;72;0
KB03;2022-08-30;2023-06-20;1;1;72;0
KB03;2022-08-30;2023-06-20;1;1;72;0
KB03;2022-08-30;2023-06-20;1;1;72;0
KB03;2022-08-30;2023-06-20;1;2;72;0
KB03;2022-08-30;2023-06-20;1;2;72;0
KB03;2022-08-30;2023-06-20;1;2;72;0
KB03;2022-08-30;2023-06-20;1;2;72;0
KB03;2022-08-30;2023-06-20;1;2;72;0
KB03;2022-08-30;2023-06-20;1;3;72;1
KB03;2022-08-30;2023-06-20;1;3;72;0
KB03;2022-08-30;2023-06-20;1;3;72;0
KB03;2022-08-30;2023-06-20;1;3;72;0
KB03;2022-08-30;2023-06-20;1;3;72;0
KB03;2022-08-30;2023-06-20;2;1;72;1
KB03;2022-08-30;2023-06-20;2;1;72;1
KB03;2022-08-30;2023-06-20;2;1;72;0
KB03;2022-08-30;2023-06-20;2;1;72;0
KB03;2022-08-30;2023-06-20;2;1;72;0
KB03;2022-08-30;2023-06-20;2;2;72;1
KB03;2022-08-30;2023-06-20;2;2;72;0
KB03;2022-08-30;2023-06-20;2;2;72;0
KB03;2022-08-30;2023-06-20;2;2;72;0
KB03;2022-08-30;2023-06-20;2;2;72;0
KB03;2022-08-30;2023-06-20;2;3;72;1
KB03;2022-08-30;2023-06-20;2;3;72;1
KB03;2022-08-30;2023-06-20;2;3;72;0
KB03;2022-08-30;2023-06-20;2;3;72;0
KB03;2022-08-30;2023-06-20;2;3;72;0
KB03;2022-08-30;2023-06-20;3;1;72;1
KB03;2022-08-30;2023-06-20;3;1;72;1
KB03;2022-08-30;2023-06-20;3;1;72;1
KB03;2022-08-30;2023-06-20;3;1;72;1
KB03;2022-08-30;2023-06-20;3;1;72;0
KB03;2022-08-30;2023-06-20;3;2;72;1
KB03;2022-08-30;2023-06-20;3;2;72;1
KB03;2022-08-30;2023-06-20;3;2;72;1
KB03;2022-08-30;2023-06-20;3;2;72;1
KB03;2022-08-30;2023-06-20;3;2;72;1
KB03;2022-08-30;2023-06-20;3;3;72;1
KB03;2022-08-30;2023-06-20;3;3;72;1
KB03;2022-08-30;2023-06-20;3;3;72;1
KB03;2022-08-30;2023-06-20;3;3;72;1
KB03;2022-08-30;2023-06-20;3;3;72;0
KB03;2022-08-30;2023-06-20;5;1;72;1
KB03;2022-08-30;2023-06-20;5;1;72;1
KB03;2022-08-30;2023-06-20;5;1;72;1
KB03;2022-08-30;2023-06-20;5;1;72;1
KB03;2022-08-30;2023-06-20;5;1;72;0
KB03;2022-08-30;2023-06-20;5;2;72;1
KB03;2022-08-30;2023-06-20;5;2;72;1
KB03;2022-08-30;2023-06-20;5;2;72;1
KB03;2022-08-30;2023-06-20;5;2;72;1
KB03;2022-08-30;2023-06-20;5;2;72;1
KB03;2022-08-30;2023-06-20;5;3;72;1
KB03;2022-08-30;2023-06-20;5;3;72;1
KB03;2022-08-30;2023-06-20;5;3;72;1
KB03;2022-08-30;2023-06-20;5;3;72;0
KB03;2022-08-30;2023-06-20;15;1;72;1
KB03;2022-08-30;2023-06-20;15;1;72;1
KB03;2022-08-30;2023-06-20;15;1;72;1
KB03;2022-08-30;2023-06-20;15;1;72;1
KB03;2022-08-30;2023-06-20;15;2;72;1
KB03;2022-08-30;2023-06-20;15;2;72;1
KB03;2022-08-30;2023-06-20;15;2;72;1
KB03;2022-08-30;2023-06-20;15;2;72;1
KB03;2022-08-30;2023-06-20;15;2;72;0
KB03;2022-08-30;2023-06-20;15;3;72;1
KB03;2022-08-30;2023-06-20;15;3;72;1
KB03;2022-08-30;2023-06-20;15;3;72;1
KB03;2022-08-30;2023-06-20;15;3;72;1
KB03;2022-08-30;2023-06-20;15;3;72;1
WH;2022-09-09;2023-06-21;0.1;1;2;1
WH;2022-09-09;2023-06-21;0.1;1;2;1
WH;2022-09-09;2023-06-21;0.1;1;2;0
WH;2022-09-09;2023-06-21;0.1;1;2;0
WH;2022-09-09;2023-06-21;0.1;1;2;0
WH;2022-09-09;2023-06-21;0.1;2;2;1
WH;2022-09-09;2023-06-21;0.1;2;2;1
WH;2022-09-09;2023-06-21;0.1;2;2;0
WH;2022-09-09;2023-06-21;0.1;2;2;0
WH;2022-09-09;2023-06-21;0.1;2;2;0
WH;2022-09-09;2023-06-21;0.1;3;2;1
WH;2022-09-09;2023-06-21;0.1;3;2;1
WH;2022-09-09;2023-06-21;0.1;3;2;0
WH;2022-09-09;2023-06-21;0.1;3;2;0
WH;2022-09-09;2023-06-21;0.1;3;2;0
WH;2022-09-09;2023-06-21;1;1;2;1
WH;2022-09-09;2023-06-21;1;1;2;0
WH;2022-09-09;2023-06-21;1;1;2;0
